,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,5.549019607843139,13.41666666666667,15.799999999999999,11.702380952380953,0.8468094878825241,0.034603462504948994,-0.3155774046825303,-0.011631874721553106,0.15767650296896787,0.09566738840939534,0.10426593030804782,0.11271072713034216,50.00980392156863,288.3809523809524,396.5052631578946,235.0833333333334,0.006127450980392159,0.004730017006802721,0.00472299168975069,0.005881519274376414,0.0782780363856437,0.06877511909697227,0.06872402556421364,0.07669106384955429,lanang1
1,12.609090909090908,25.676923076923096,31.632478632478648,20.548717948717965,0.7904218082751834,0.3194940426729774,-0.10159098054946943,0.4190794589569583,0.09099812610387299,0.019822328624138935,0.0217471528210716,0.03767120087140081,282.6454545454544,879.5333333333339,1303.641025641026,651.5435897435897,0.0030061983471074386,0.0028139381985535874,0.0024106947183870266,0.002840236686390535,0.054828809462794635,0.053046566321992866,0.049098826038786576,0.053293871002119325,lanang10
2,12.24080267558528,14.402777777777786,23.60984848484848,23.63690476190478,0.6229029751952291,0.43201704435099647,-0.12173297917024184,-0.08231850653281336,0.06352510204741571,0.08603116643885063,0.040686226706591146,0.018397128750898606,246.26755852842805,372.34325396825415,781.018939393939,758.3194444444451,0.0012429950447981556,0.0014723481985386762,0.0012715937786960511,0.0013109410430839027,0.03525613485335787,0.03837118969407485,0.03565941360561123,0.036206919823203725,lanang100
3,18.944927536231873,13.326797385620916,17.3125,20.98692810457515,-0.19728731514615588,0.18181645022918955,0.06025704074581244,-0.37399304290986735,0.05461057407686291,0.06821052194647151,0.05031318520453494,0.03493077975387284,545.1826086956521,346.8104575163399,457.9829545454547,608.6339869281044,0.0018903591682419656,0.0023655431671579293,0.0018562758264462815,0.002242727156221964,0.043478260869565216,0.048636849889337294,0.04308451956847473,0.04735744034702429,lanang101
4,16.827759197324415,21.342857142857163,19.475438596491227,20.148571428571437,0.27682721184583214,-0.15877129267906864,-0.06586686172423632,-0.10209431332060372,0.06928872904938058,0.037631886870593226,0.03416363875116207,0.05521416433688946,502.8277591973242,682.8476190476197,599.8754385964911,630.7885714285715,0.0013226921399089495,0.0013696145124716566,0.0013450292397660817,0.001326077097505669,0.03636883473399924,0.03700830329090563,0.036674640281345386,0.03641534151296221,lanang102
5,11.211640211640216,29.638795986622082,37.79545454545453,32.76923076923079,0.7883375385593568,0.13219710348371827,-0.527896930627185,-0.15451353556657663,0.0993795670776243,0.009998524878837161,0.021479715953760102,0.024609312631606903,287.4656084656084,1161.919732441472,1846.0032467532465,1434.3277591973251,0.002302567117381932,0.002041364190557155,0.0020081379659301736,0.0019630652900974287,0.04798507181803453,0.04518145848196088,0.04481225240857877,0.04430649264044073,lanang103
6,9.644607843137253,13.42659279778393,13.700980392156868,10.182825484764543,0.5043401743812552,0.12313277570167643,0.05318928943483607,0.4384360801032142,0.09815723770180199,0.05335538208292577,0.05270951594870233,0.10506553430697087,142.8259803921568,243.98060941828246,257.0588235294118,166.38781163434905,0.002183655324875047,0.002213764473876044,0.002066512879661669,0.0024823320876911636,0.04672959795327847,0.04705065859131032,0.0454589141936064,0.049823007613864136,lanang104
7,6.597999999999995,14.158024691358019,16.59134615384615,11.266666666666673,0.7694003955298134,0.11086894629149908,-0.15124299445317513,0.3765821842030809,0.16337108648979384,0.05737820845566435,0.04497832811570051,0.07836021306151852,77.34199999999994,319.0666666666666,399.05769230769226,182.88148148148153,0.002429999999999996,0.002011888431641518,0.0019126756656804734,0.0023746380124980947,0.04929503017546491,0.04485407931996284,0.0437341475929333,0.04873025766911247,lanang105
8,14.197994987468663,15.33630952380952,22.296703296703285,22.267857142857135,0.6830889707138695,0.5104773709637883,0.0006645008466726313,0.1408562162413902,0.06635960886606891,0.05754943025606775,0.06757165961267599,0.05173685801757501,340.0726817042604,401.25297619047603,906.2197802197796,826.1726190476187,0.0017587829222178236,0.002050559807256234,0.001898170510807872,0.0018379747732426292,0.04193784594155765,0.04528310730566349,0.0435679987009717,0.042871608008595026,lanang106
9,14.606481481481485,10.703296703296708,13.69377990430622,15.6978021978022,0.149662651161813,0.37062399967554455,0.2986186313272139,0.05970902928523032,0.06816768019406431,0.08519914236440829,0.07021588677410004,0.04980358897820141,307.35648148148147,179.90109890109906,283.50239234449765,358.68681318681337,0.0028506515775034297,0.003320854969206621,0.003113481834207094,0.0030793382441734094,0.05339149349384628,0.057626859789568795,0.05579858272579236,0.05549178537561582,lanang107
